mmr,result,server,timestamp,top_1,jung_1,mid_1,adc_1,supp_1,top_2,jung_2,mid_2,adc_2,supp_2
Challenger,Defeat,www,2019-06-15,Mordekaiser,Karthus,Vladimir,Kai'Sa,Pyke,Kennen,Taliyah,Renekton,Jinx,Tahm Kench
Challenger,Defeat,www,2019-06-10,Camille,Gragas,Orianna,Ezreal,Yuumi,Twisted Fate,Aatrox,Akali,Sivir,Janna
Challenger,Defeat,www,2019-06-16,Neeko,Kindred,Jayce,Lucian,Yuumi,Mordekaiser,Olaf,LeBlanc,Kai'Sa,Karma
Challenger,Defeat,www,2019-06-18,Fiora,Kindred,Akali,Lucian,Soraka,Karma,Lee Sin,Aatrox,Kai'Sa,Nami
Challenger,Defeat,www,2019-06-18,Jayce,Gragas,Camille,Sivir,Pyke,Jax,Aatrox,Karma,Ezreal,Taric
Challenger,Victory,www,2019-06-16,Pyke,Rek'Sai,Zoe,Sivir,Lulu,Sejuani,Nidalee,Jayce,Ezreal,Lux
Challenger,Defeat,www,2019-06-17,Mordekaiser,Kindred,Akali,Kai'Sa,Nautilus,Karma,Kha'Zix,Zoe,Jinx,Lux
Challenger,Defeat,www,2019-06-07,Camille,Sejuani,Taliyah,Lucian,Yuumi,Gangplank,Kindred,Neeko,Kai'Sa,Nautilus
Challenger,Defeat,www,2019-06-13,Vladimir,Elise,Irelia,Xayah,Lux,Aatrox,Taliyah,Vel'Koz,Kai'Sa,Camille
Challenger,Defeat,www,2019-06-10,Fiora,Olaf,Sylas,Ezreal,Lux,Vladimir,Sejuani,Irelia,Jinx,Nami
Challenger,Defeat,www,2019-06-16,Aatrox,Evelynn,Talon,Ezreal,Yuumi,Poppy,Lee Sin,Taliyah,Tahm Kench,Sona
Challenger,Defeat,www,2019-06-16,Aatrox,Sejuani,Irelia,Kai'Sa,Fiddlesticks,Renekton,Nidalee,Zoe,Sivir,Lux
Challenger,Victory,www,2019-06-17,Kennen,Aatrox,Zoe,Lucian,Karma,Fiora,Rek'Sai,Taliyah,Ezreal,Lux
Challenger,Defeat,www,2019-06-07,Irelia,Taliyah,Pyke,Ezreal,Tahm Kench,Ryze,Rek'Sai,Jayce,Xayah,Lux
Challenger,Defeat,www,2019-06-12,Renekton,Kayn,Akali,Lucian,Lux,Vladimir,Lee Sin,LeBlanc,Sivir,Pyke
Challenger,Defeat,www,2019-06-18,Kennen,Graves,Lissandra,Sivir,Janna,Pantheon,Kayn,Taliyah,Xayah,Lux
Challenger,Victory,www,2019-06-10,Aatrox,Xin Zhao,Neeko,Jinx,Thresh,Fiora,Nidalee,Sylas,Caitlyn,Lux
Challenger,Defeat,www,2019-06-16,Mordekaiser,Lee Sin,Talon,Sona,Taric,Aatrox,Olaf,Taliyah,Sivir,Karma
Challenger,Victory,www,2019-06-17,Jayce,Xin Zhao,Zoe,Sona,Tahm Kench,Camille,Kindred,Ahri,Draven,Thresh
Challenger,Defeat,www,2019-06-18,Mordekaiser,Olaf,Irelia,Jinx,Lux,Sion,Taliyah,Sylas,Sivir,Pyke
Challenger,Defeat,www,2019-06-19,Ryze,Xin Zhao,Taliyah,Sivir,Zilean,Aatrox,Sylas,Twisted Fate,Vayne,Karma
Challenger,Victory,www,2019-06-06,Vladimir,Olaf,Karma,Ezreal,Lux,Fiora,Elise,Talon,Lucian,Pyke
Challenger,Defeat,www,2019-06-12,Ryze,Lee Sin,Zed,Xayah,Zyra,Camille,Sejuani,Kennen,Kai'Sa,Galio
Challenger,Defeat,www,2019-06-18,Kennen,Nidalee,Aatrox,Kalista,Blitzcrank,Gnar,Kindred,Karma,Caitlyn,Pyke
Challenger,Victory,www,2019-06-10,Kennen,Rek'Sai,Orianna,Jinx,Lux,Riven,Olaf,Talon,Viktor,Pyke
Challenger,Defeat,www,2019-06-16,Tahm Kench,Kayn,Irelia,Kai'Sa,Nautilus,Mordekaiser,Kha'Zix,Aatrox,Ashe,Braum
Challenger,Victory,www,2019-06-15,Aatrox,Karthus,Jayce,Kai'Sa,Nautilus,Vladimir,Lee Sin,Corki,Sivir,Yuumi
Challenger,Defeat,www,2019-06-18,Pyke,Lee Sin,Talon,Xayah,Rakan,Renekton,Taliyah,Irelia,Sivir,Karma
Challenger,Defeat,www,2019-06-19,Camille,Sejuani,Veigar,Kai'Sa,Alistar,Ryze,Karthus,Aatrox,Caitlyn,Karma
Challenger,Defeat,www,2019-06-06,Jax,Rek'Sai,Vel'Koz,Xayah,Soraka,Pyke,Kayn,Aatrox,Lucian,Nautilus
Challenger,Defeat,www,2019-06-12,Karma,Xin Zhao,Camille,Kai'Sa,Lux,Rumble,Karthus,Aatrox,Jhin,Zyra
Challenger,Defeat,www,2019-06-17,Jayce,Gragas,Malzahar,Ezreal,Nautilus,Karma,Rek'Sai,Vladimir,Lucian,Yuumi
Challenger,Defeat,www,2019-06-10,Riven,Kha'Zix,Neeko,Ezreal,Pyke,Darius,Elise,Viktor,Jinx,Lux
Challenger,Defeat,www,2019-06-17,Aatrox,Karthus,Ryze,Twitch,Nautilus,Camille,Gragas,Veigar,Sivir,Lux
Challenger,Defeat,www,2019-06-15,Jayce,Nunu & Willump,Karma,Ezreal,Lux,Irelia,Olaf,Zoe,Kai'Sa,Pyke
Challenger,Victory,www,2019-06-16,Yorick,Xin Zhao,Zoe,Ezreal,Karma,Vladimir,Kindred,Jayce,Caitlyn,Morgana
Challenger,Defeat,www,2019-06-19,Viktor,Gragas,Yasuo,Xayah,Morgana,Karma,Lee Sin,Mordekaiser,Draven,Thresh
Challenger,Defeat,www,2019-06-06,Aatrox,Kindred,Taliyah,Kai'Sa,Gragas,Ryze,Kayn,Orianna,Sivir,Lux
Challenger,Defeat,www,2019-06-11,Irelia,Sejuani,Aatrox,Caitlyn,Lux,Fiora,Taliyah,Talon,Kai'Sa,Fiddlesticks
Challenger,Defeat,www,2019-06-17,Urgot,Nidalee,Irelia,Sona,Tahm Kench,Sejuani,Xin Zhao,Pantheon,Ryze,Karma
Challenger,Defeat,www,2019-06-10,Riven,Olaf,Sylas,Caitlyn,Lux,Darius,Xin Zhao,Akali,Jinx,Thresh
Challenger,Defeat,www,2019-06-16,Mordekaiser,Lee Sin,Aatrox,Xayah,Lux,Vladimir,Olaf,Neeko,Ezreal,Pyke
Challenger,Defeat,www,2019-06-17,Kennen,Taliyah,Jayce,Caitlyn,Karma,Renekton,Elise,Azir,Kai'Sa,Lux
Challenger,Defeat,www,2019-06-15,Jax,Taliyah,Aatrox,Ezreal,Nautilus,Fiora,Olaf,Mordekaiser,Vladimir,Yuumi
Challenger,Victory,www,2019-06-16,Renekton,Lee Sin,Zoe,Xayah,Karma,Jax,Olaf,Akali,Sivir,Pyke
Challenger,Defeat,www,2019-06-17,Hecarim,Olaf,Cassiopeia,Sona,Karma,Aatrox,Kha'Zix,Orianna,Xayah,Lux
Challenger,Defeat,www,2019-06-19,Renekton,Xin Zhao,Azir,Sivir,Thresh,Karma,Aatrox,LeBlanc,Ezreal,Tahm Kench
Challenger,Defeat,www,2019-06-19,Darius,Taliyah,Zoe,Kai'Sa,Nami,Aatrox,Nidalee,Orianna,Ezreal,Lux
Challenger,Defeat,www,2019-06-04,Neeko,Aatrox,Syndra,Caitlyn,Lux,Fiora,Rammus,Ryze,Lucian,Nami
Challenger,Defeat,www,2019-06-11,Vladimir,Lee Sin,Camille,Jinx,Thresh,Irelia,Skarner,Cassiopeia,Ezreal,Lux
Challenger,Defeat,www,2019-06-17,Irelia,Sejuani,Camille,Sivir,Janna,Olaf,Taliyah,Karma,Kai'Sa,Nami
Challenger,Defeat,www,2019-06-10,Sylas,Sejuani,Irelia,Sivir,Yuumi,Ryze,Olaf,Syndra,Jinx,Thresh
Challenger,Defeat,www,2019-06-16,Pantheon,Lee Sin,Neeko,Kai'Sa,Lux,Sejuani,Olaf,Taliyah,Karma,Tahm Kench
Challenger,Victory,www,2019-06-17,Gangplank,Olaf,Azir,Sona,Nautilus,Akali,Lee Sin,Neeko,Sivir,Lux
Challenger,Victory,www,2019-06-14,Mordekaiser,Taliyah,Jayce,Yasuo,Gragas,Irelia,Elise,Aatrox,Sivir,Yuumi
Challenger,Defeat,www,2019-06-16,Vayne,Lee Sin,Karma,Kai'Sa,Nautilus,Tahm Kench,Kindred,Zoe,Morgana,Pyke
Challenger,Defeat,www,2019-06-16,Mordekaiser,Nidalee,Morgana,Xayah,Yuumi,Riven,Kayn,LeBlanc,Ezreal,Lux
Challenger,Victory,www,2019-06-04,Aatrox,Olaf,Cassiopeia,Lucian,Karma,Twisted Fate,Rammus,Ryze,Jinx,Zilean
Challenger,Defeat,www,2019-06-11,Jax,Skarner,Ryze,Kai'Sa,Nautilus,Aatrox,Lee Sin,Neeko,Xayah,Rakan
Challenger,Defeat,www,2019-06-17,Jayce,Kindred,Taliyah,Sivir,Karma,Morgana,Sejuani,Camille,Kai'Sa,Lux
Challenger,Defeat,www,2019-06-10,Aatrox,Rammus,Camille,Sivir,Zilean,Irelia,Gragas,Azir,Jinx,Thresh
Challenger,Defeat,www,2019-06-16,Mordekaiser,Olaf,Sylas,Twitch,Lux,Irelia,Gragas,Yasuo,Ezreal,Karma
Challenger,Victory,www,2019-06-17,Fiora,Karthus,Jayce,Tristana,Alistar,Kennen,Mordekaiser,Irelia,Kai'Sa,Nautilus
Challenger,Victory,www,2019-06-13,Jayce,Zac,Neeko,Lucian,Yuumi,Yorick,Elise,Sylas,Sivir,Karma
Challenger,Defeat,www,2019-06-16,Tahm Kench,Gragas,Jayce,Draven,Lux,Mordekaiser,Elise,Talon,Sivir,Yuumi
Challenger,Defeat,www,2019-06-16,Katarina,Rek'Sai,Ahri,Caitlyn,Karma,Camille,Poppy,Mordekaiser,Sivir,Thresh
Challenger,Defeat,www,2019-06-19,Karma,Kayn,Irelia,Kai'Sa,Lux,Renekton,Xin Zhao,Lulu,Caitlyn,Bard
Challenger,Defeat,www,2019-06-18,Irelia,Karthus,Poppy,Xayah,Pyke,Zilean,Sejuani,Renekton,Lucian,Yuumi
Challenger,Victory,www,2019-06-04,Pyke,Aatrox,Neeko,Kalista,Braum,Ryze,Elise,Irelia,Ezreal,Nautilus
Challenger,Defeat,www,2019-06-11,Fiora,Olaf,Sylas,Ezreal,Lux,Irelia,Volibear,Taliyah,Lucian,Yuumi
Challenger,Victory,www,2019-06-10,Rumble,Rek'Sai,Zoe,Jinx,Thresh,Poppy,Taliyah,Yasuo,Xayah,Rakan
Challenger,Defeat,www,2019-06-13,Aatrox,Lee Sin,Mordekaiser,Kai'Sa,Karma,Neeko,Sejuani,Camille,Xayah,Lux
Challenger,Defeat,www,2019-06-16,Jax,Gragas,Morgana,Kai'Sa,Thresh,Camille,Lee Sin,Zoe,Lucian,Nautilus
Challenger,Defeat,www,2019-06-15,Aatrox,Elise,Taliyah,Sivir,Nautilus,Fiora,Lee Sin,Pyke,Ezreal,Lux
Challenger,Defeat,www,2019-06-19,Taliyah,Aatrox,Neeko,Lucian,Alistar,Renekton,Gragas,Corki,Sivir,Karma
Challenger,Defeat,www,2019-06-19,Camille,Jarvan IV,Ahri,Vayne,Braum,Fiora,Lee Sin,Neeko,Xayah,Rakan
Challenger,Defeat,www,2019-06-18,Aatrox,Karthus,Vladimir,Camille,Pyke,Karma,Kai'Sa,Ryze,Caitlyn,Lux
Challenger,Defeat,www,2019-05-30,Jax,Rengar,Neeko,Kai'Sa,Galio,Fiora,Elise,Jayce,Ezreal,Braum
Challenger,Defeat,www,2019-06-11,Aatrox,Olaf,Sylas,Ezreal,Fiddlesticks,Irelia,Taliyah,Yasuo,Kai'Sa,Thresh
Challenger,Defeat,www,2019-06-09,Aatrox,Rek'Sai,Neeko,Xayah,Nautilus,Pantheon,Taliyah,Pyke,Jinx,Lux
Challenger,Defeat,www,2019-06-16,Jayce,Lee Sin,Aurelion Sol,Kai'Sa,Soraka,Karma,Rek'Sai,Zoe,Lucian,Camille
Challenger,Defeat,www,2019-06-18,Camille,Taliyah,Karma,Sivir,Lux,Riven,Olaf,Neeko,Tahm Kench,Sona
Challenger,Defeat,www,2019-06-15,Pyke,Elise,Irelia,Sivir,Lux,Renekton,Karthus,Jax,Lucian,Alistar
Challenger,Defeat,www,2019-06-19,Neeko,Aatrox,Taliyah,Caitlyn,Janna,Renekton,Kayn,Azir,Xayah,Karma
Challenger,Defeat,www,2019-06-18,Aatrox,Sejuani,Taliyah,Ezreal,Zilean,Riven,Elise,Irelia,Sivir,Karma
Challenger,Defeat,www,2019-06-18,Gangplank,Kayn,Aatrox,Vayne,Alistar,Ryze,Lee Sin,Renekton,Sivir,Karma
Challenger,Defeat,www,2019-05-30,Vladimir,Rek'Sai,Lissandra,Sivir,Pyke,Irelia,Sejuani,Ryze,Kalista,Nautilus
Challenger,Defeat,www,2019-06-11,Akali,Sejuani,Irelia,Ezreal,Pyke,Ryze,Aatrox,Neeko,Xayah,Rakan
Challenger,Defeat,www,2019-06-16,Aatrox,Lee Sin,Akali,Sona,Tahm Kench,Rumble,Kindred,Karma,Ezreal,Lux
Challenger,Defeat,www,2019-06-09,Camille,Sejuani,Aatrox,Ezreal,Nautilus,Fiora,Olaf,Ryze,Jinx,Lux
Challenger,Defeat,www,2019-06-16,Kennen,Sejuani,Yasuo,Kai'Sa,Pyke,Lucian,Rammus,Zoe,Jinx,Zilean
Challenger,Defeat,www,2019-06-17,Twisted Fate,Taliyah,Zed,Xayah,Karma,Neeko,Lee Sin,Mordekaiser,Ezreal,Yuumi
Challenger,Victory,www,2019-06-19,Gangplank,Kindred,Sylas,Draven,Sona,Tryndamere,Sejuani,Taliyah,Jinx,Alistar
Challenger,Defeat,www,2019-06-18,Vladimir,Xin Zhao,Lulu,Sivir,Yuumi,Ornn,Rek'Sai,Ahri,Ezreal,Lux
Challenger,Defeat,www,2019-06-18,Jax,Lee Sin,Akali,Ezreal,Pyke,Fiora,Taliyah,Talon,Kai'Sa,Nautilus
Challenger,Defeat,www,2019-05-30,Aatrox,Sejuani,Katarina,Lucian,Lux,Lulu,Kayn,Ryze,Ezreal,Soraka
Challenger,Defeat,www,2019-06-11,Ryze,Lee Sin,Renekton,Sivir,Lux,Akali,Kindred,Sylas,Jinx,Thresh
Challenger,Defeat,www,2019-06-16,Camille,Nidalee,Pyke,Ezreal,Karma,Jayce,Kayn,Galio,Sivir,Yuumi
Challenger,Victory,www,2019-06-09,Sylas,Taliyah,Irelia,Jinx,Lux,Jax,Xin Zhao,Ryze,Sivir,Yuumi
Challenger,Defeat,www,2019-06-16,Jayce,Trundle,Syndra,Lucian,Yuumi,Riven,Rammus,Zoe,Kalista,Nami
Challenger,Victory,www,2019-06-16,Renekton,Lee Sin,Talon,Vayne,Yuumi,Irelia,Gragas,Yasuo,Sivir,Lux
Challenger,Defeat,www,2019-06-19,Camille,Gragas,Aatrox,Lucian,Braum,Taric,Kai'Sa,Irelia,Tahm Kench,Sona
Challenger,Defeat,www,2019-06-14,Neeko,Kayn,Yasuo,Vayne,Thresh,Poppy,Rek'Sai,Rumble,Sivir,Karma
Challenger,Defeat,www,2019-06-15,Jax,Lee Sin,LeBlanc,Jinx,Tahm Kench,Gangplank,Karthus,Renekton,Kai'Sa,Nautilus
Challenger,Defeat,www,2019-06-19,Camille,Lee Sin,Zoe,Kai'Sa,Galio,Tryndamere,Elise,Irelia,Sivir,Yuumi
Challenger,Victory,www,2019-06-18,Jayce,Sejuani,Yasuo,Ezreal,Shen,Galio,Elise,Aatrox,Karma,Tahm Kench
Challenger,Defeat,www,2019-06-18,Camille,Rek'Sai,Twisted Fate,Sivir,Karma,Akali,Elise,Aatrox,Ezreal,Lux
Challenger,Defeat,www,2019-06-18,Fiora,Jarvan IV,Orianna,Akali,Tahm Kench,Aatrox,Gragas,Jayce,Sona,Pyke
Challenger,Defeat,www,2019-06-11,Darius,Rek'Sai,Akali,Sivir,Lux,Camille,Gragas,Yasuo,Kai'Sa,Nautilus
Challenger,Victory,www,2019-06-09,Aatrox,Gragas,Katarina,Jinx,Thresh,Tahm Kench,Lee Sin,Sylas,Lucian,Neeko
Challenger,Defeat,www,2019-06-08,Quinn,Lee Sin,Vladimir,Lucian,Lux,Sylas,Xin Zhao,Neeko,Sivir,Pyke
Challenger,Defeat,www,2019-06-19,Yasuo,Taliyah,Jayce,Sivir,Tahm Kench,Karma,Kayn,Aatrox,Kai'Sa,Rakan
Challenger,Defeat,www,2019-06-14,Riven,Gragas,Pyke,Xayah,Rakan,Hecarim,Camille,Katarina,Kai'Sa,Thresh
Challenger,Defeat,www,2019-06-15,Kennen,Elise,Vel'Koz,Kai'Sa,Nautilus,Renekton,Sejuani,Jax,Xayah,Rakan
Challenger,Defeat,www,2019-06-19,Pyke,Olaf,Neeko,Akali,Lux,Aatrox,Taliyah,Irelia,Xayah,Rakan
Challenger,Defeat,www,2019-06-18,Mordekaiser,Lee Sin,Akali,Ezreal,Lux,Sylas,Gragas,Talon,Lucian,Karma
Challenger,Defeat,www,2019-06-18,Poppy,Rek'Sai,Katarina,Ezreal,Lux,Yasuo,Sejuani,Mordekaiser,Jayce,Gragas
Challenger,Defeat,www,2019-06-18,Irelia,Olaf,Neeko,Jinx,Lux,Renekton,Gragas,Camille,Sivir,Karma
Challenger,Defeat,www,2019-06-10,Aatrox,Rek'Sai,Sylas,Jinx,Thresh,Riven,Elise,Vladimir,Kai'Sa,Lux
Challenger,Victory,www,2019-06-08,Kennen,Rek'Sai,Camille,Ezreal,Pyke,Jax,Kayn,Sylas,Xayah,Thresh
Challenger,Victory,www,2019-06-19,Fiora,Elise,Renekton,Ezreal,Tahm Kench,Karma,Rek'Sai,Irelia,Kai'Sa,Braum
Challenger,Defeat,www,2019-06-12,Sylas,Lee Sin,LeBlanc,Lucian,Alistar,Jax,Olaf,Zoe,Sivir,Thresh
Challenger,Defeat,www,2019-06-14,Sylas,Rek'Sai,Neeko,Sivir,Lux,Viktor,Olaf,Camille,Lucian,Alistar
Challenger,Defeat,www,2019-06-19,Rumble,Karthus,Pyke,Kai'Sa,Taric,Sylas,Lee Sin,Akali,Sivir,Lux
Challenger,Victory,www,2019-06-19,Camille,Kha'Zix,Akali,Jhin,Pyke,Olaf,Gragas,Yasuo,Lucian,Rakan
Challenger,Defeat,www,2019-06-18,Gangplank,Aatrox,Gragas,Pyke,Yuumi,Vladimir,Jax,Camille,Sona,Tahm Kench
Challenger,Defeat,www,2019-06-18,Renekton,Sejuani,Aatrox,Xayah,Rakan,Irelia,Sylas,Twisted Fate,Sona,Tahm Kench
Challenger,Defeat,www,2019-06-18,Olaf,Rek'Sai,Katarina,Jinx,Karma,Aatrox,Sejuani,Camille,Sivir,Lux
Challenger,Defeat,www,2019-06-10,Vladimir,Rek'Sai,Kennen,Xayah,Rakan,Jax,Sejuani,Ekko,Kalista,Thresh
Challenger,Defeat,www,2019-06-08,Camille,Xin Zhao,Renekton,Xayah,Rakan,Kennen,Sejuani,Irelia,Ezreal,Lux
Challenger,Defeat,www,2019-06-11,Jax,Master Yi,Aatrox,Xayah,Thresh,Riven,Elise,Irelia,Kai'Sa,Nautilus
Challenger,Defeat,www,2019-06-14,Jayce,Rek'Sai,Karma,Kai'Sa,Fiddlesticks,Gangplank,Kayn,Rumble,Kog'Maw,Lulu
Challenger,Victory,www,2019-06-18,Fiora,Lee Sin,LeBlanc,Sivir,Galio,Akali,Jarvan IV,Syndra,Vayne,Alistar
Challenger,Defeat,www,2019-06-18,Twisted Fate,Camille,Akali,Sona,Tahm Kench,Mordekaiser,Sylas,Orianna,Irelia,Lux
Challenger,Defeat,www,2019-06-18,Camille,Evelynn,Akali,Lucian,Yuumi,Aatrox,Lee Sin,Neeko,Sivir,Lux
Challenger,Defeat,www,2019-06-10,Riven,Sejuani,Irelia,Neeko,Volibear,Pantheon,Rek'Sai,Viktor,Sivir,Lux
Challenger,Defeat,www,2019-06-07,Jax,Xin Zhao,Vladimir,Ezreal,Karma,Renekton,Nidalee,Neeko,Sivir,Lux
Challenger,Defeat,www,2019-06-11,Vladimir,Aatrox,Ryze,Lucian,Thresh,Neeko,Sejuani,Camille,Syndra,Lux
Challenger,Defeat,www,2019-06-14,Pyke,Taliyah,Lulu,Caitlyn,Lux,Karma,Rek'Sai,Neeko,Xayah,Rakan
Challenger,Defeat,www,2019-06-18,Vladimir,Lee Sin,Rumble,Kalista,Thresh,Neeko,Kindred,Zoe,Caitlyn,Lux
Challenger,Defeat,www,2019-06-18,Cho'Gath,Karthus,Yasuo,Sivir,Karma,Lucian,Elise,Neeko,Draven,Alistar
Challenger,Defeat,www,2019-06-16,Neeko,Lee Sin,Lulu,Xayah,Nautilus,Irelia,Rek'Sai,Karma,Kai'Sa,Alistar
Challenger,Defeat,www,2019-06-18,Karma,Lee Sin,Mordekaiser,Kai'Sa,Rakan,Camille,Taliyah,Renekton,Vladimir,Pyke
Challenger,Defeat,www,2019-06-18,Akali,Rek'Sai,Nautilus,Sivir,Soraka,Jax,Olaf,Talon,Sona,Shen
Challenger,Defeat,www,2019-06-10,Aatrox,Sejuani,Camille,Sivir,Janna,Rumble,Jarvan IV,Orianna,Ezreal,Lux
Challenger,Defeat,www,2019-06-07,Pyke,Kayn,Zoe,Jinx,Janna,Camille,Taliyah,Aatrox,Kai'Sa,Lux
Challenger,Defeat,www,2019-06-06,Vladimir,Master Yi,Taliyah,Lucian,Pyke,Irelia,Lee Sin,Jax,Kai'Sa,Thresh
Challenger,Defeat,www,2019-06-14,Jax,Hecarim,Karma,Xayah,Rakan,Irelia,Kindred,Lulu,Sivir,Lux
Challenger,Defeat,www,2019-06-19,Lucian,Sejuani,Jayce,Sona,Tahm Kench,Viktor,Jarvan IV,Syndra,Gangplank,Lux
Challenger,Victory,www,2019-06-19,Renekton,Nidalee,Jayce,Ezreal,Lux,Tahm Kench,Karthus,Irelia,Kai'Sa,Thresh
Challenger,Defeat,www,2019-06-18,Jayce,Taliyah,Karma,Sivir,Thresh,Aatrox,Jarvan IV,Akali,Kai'Sa,Galio
Challenger,Defeat,www,2019-06-18,Gangplank,Sejuani,Jayce,Sivir,Lux,Irelia,Kindred,Akali,Jinx,Zilean
Challenger,Defeat,www,2019-06-18,Irelia,Kayn,Ahri,Ezreal,Karma,Aatrox,Sylas,Neeko,Kalista,Lux
Challenger,Defeat,www,2019-06-18,Ryze,Gragas,Yasuo,Kai'Sa,Thresh,Vladimir,Camille,Lulu,Lucian,Nautilus
Challenger,Defeat,www,2019-06-10,Ryze,Nidalee,Renekton,Xayah,Lux,Sylas,Aatrox,Jayce,Kalista,Nautilus
Challenger,Victory,www,2019-06-07,Kled,Sejuani,Camille,Sona,Tahm Kench,Sylas,Kayn,Neeko,Yasuo,Galio
Challenger,Defeat,www,2019-06-06,Aatrox,Jarvan IV,Sylas,Jinx,Thresh,Fiora,Rek'Sai,Vel'Koz,Kai'Sa,Pyke
Challenger,Defeat,www,2019-06-13,Sylas,Lee Sin,LeBlanc,Ezreal,Lux,Irelia,Kha'Zix,Neeko,Sivir,Pyke
Challenger,Defeat,www,2019-06-19,Jax,Karthus,Mordekaiser,Sivir,Sona,Renekton,Lee Sin,Orianna,Twitch,Taric
Challenger,Defeat,www,2019-06-19,Karma,Olaf,Renekton,Ashe,Thresh,Neeko,Kha'Zix,Irelia,Jinx,Tahm Kench
Challenger,Victory,www,2019-06-18,Irelia,Elise,Ryze,Kai'Sa,Lux,Karma,Kindred,Urgot,Ezreal,Yuumi
Challenger,Defeat,www,2019-06-04,Cho'Gath,Rek'Sai,Akali,Lucian,Rakan,Gangplank,Gragas,Vladimir,Xayah,Galio
Challenger,Defeat,www,2019-06-18,Renekton,Karthus,Karma,Sivir,Janna,Gnar,Kayn,Camille,Jinx,Lux
Challenger,Defeat,www,2019-06-07,Pyke,Elise,Akali,Sivir,Thresh,Fiora,Sejuani,Irelia,Lucian,Lux
Challenger,Defeat,www,2019-06-06,Jax,Rek'Sai,Yasuo,Sivir,Alistar,Renekton,Gragas,Aatrox,Kai'Sa,Thresh
Challenger,Victory,www,2019-06-19,Camille,Volibear,Cassiopeia,Kai'Sa,Pyke,Aatrox,Gragas,Mordekaiser,Caitlyn,Lux
Challenger,Victory,www,2019-06-19,Lissandra,Karthus,Olaf,Sivir,Morgana,Jayce,Elise,Neeko,Lucian,Lux
Challenger,Defeat,www,2019-06-18,Vladimir,Xin Zhao,Camille,Kai'Sa,Gragas,Renekton,Rek'Sai,Katarina,Lucian,Nautilus
Challenger,Victory,www,2019-06-04,Gangplank,Sejuani,Sylas,Kai'Sa,Thresh,Darius,Lee Sin,Vladimir,Lucian,Lux
Challenger,Defeat,www,2019-06-17,Gangplank,Sejuani,Taliyah,Lucian,Pyke,Aatrox,Kayn,Karma,Kai'Sa,Thresh
Challenger,Defeat,www,2019-06-18,Fiora,Sejuani,Camille,Sivir,Lux,Aatrox,Olaf,Corki,Ezreal,Karma
Challenger,Defeat,www,2019-06-06,Jax,Lee Sin,Morgana,Kai'Sa,Thresh,Aatrox,Xin Zhao,Sejuani,Vayne,Lux
Challenger,Defeat,www,2019-06-06,Vladimir,Sejuani,Azir,Kai'Sa,Thresh,Yorick,Kayn,Xerath,Draven,Nautilus
Challenger,Defeat,www,2019-06-13,Pyke,Taliyah,Camille,Kai'Sa,Lux,Kennen,Kayn,Karma,Heimerdinger,Shen
Challenger,Defeat,www,2019-06-19,Gangplank,Gragas,Kled,Sona,Tahm Kench,Mordekaiser,Olaf,Zoe,Lucian,Yuumi
Challenger,Defeat,www,2019-06-19,Camille,Karthus,Vladimir,Caitlyn,Lux,Renekton,Olaf,Tahm Kench,Ezreal,Yuumi
Challenger,Defeat,www,2019-06-19,Renekton,Gragas,Yasuo,Sona,Tahm Kench,Aatrox,Kayn,Ryze,Xayah,Yuumi
Challenger,Victory,www,2019-06-17,Fiora,Elise,Jayce,Ezreal,Yuumi,Mordekaiser,Lee Sin,Pyke,Lucian,Karma
Challenger,Defeat,www,2019-06-04,Camille,Lee Sin,Ryze,Sivir,Pyke,Irelia,Kindred,Sylas,Ezreal,Morgana
Challenger,Defeat,www,2019-06-17,Renekton,Rek'Sai,Orianna,Sivir,Braum,Camille,Sejuani,Irelia,Kai'Sa,Karma
Challenger,Defeat,www,2019-06-18,Kennen,Lee Sin,Orianna,Sivir,Janna,Poppy,Taliyah,Camille,Draven,Yuumi
Challenger,Victory,www,2019-06-06,Neeko,Sejuani,Irelia,Xayah,Tahm Kench,Gangplank,Rek'Sai,LeBlanc,Sivir,Lux
Challenger,Victory,www,2019-06-18,Irelia,Rek'Sai,Karma,Lucian,Bard,Camille,Olaf,Pyke,Sivir,Lulu
Challenger,Defeat,www,2019-06-06,Renekton,Rek'Sai,Aatrox,Sivir,Tahm Kench,Riven,Taric,Camille,Kalista,Thresh
Challenger,Defeat,www,2019-06-12,Sejuani,Kayn,Neeko,Twitch,Yuumi,Camille,Karthus,Corki,Lucian,Nami
Challenger,Defeat,www,2019-06-19,Jax,Elise,Ekko,Ryze,Galio,Aatrox,Nidalee,Renekton,Sona,Tahm Kench
Challenger,Defeat,www,2019-06-19,Jayce,Karthus,Taliyah,Jinx,Thresh,Mordekaiser,Aatrox,Ryze,Xayah,Tahm Kench
Challenger,Defeat,www,2019-06-18,Yasuo,Gragas,Aatrox,Lucian,Yuumi,Mordekaiser,Elise,Ryze,Sivir,Braum
Challenger,Victory,www,2019-06-18,Ryze,Elise,Renekton,Sivir,Lux,Twisted Fate,Sylas,Jayce,Ezreal,Yuumi
Challenger,Defeat,www,2019-06-17,Vladimir,Olaf,Neeko,Ezreal,Karma,Renekton,Gragas,Aatrox,Vayne,Lux
Challenger,Defeat,www,2019-06-03,Pyke,Rek'Sai,Sylas,Lucian,Lux,Irelia,Taliyah,Ryze,Ezreal,Nautilus
